Id,ActivityDate,TotalSteps,Calories
1927972279,2016-04-10,2105,2442
1927972279,2016-04-18,244,2111
1927972279,2016-04-11,1209,2255
1927972279,2016-04-28,1675,2351
1927972279,2016-05-01,2704,2411
1927972279,2016-04-03,3198,2449
1927972279,2016-04-02,5662,2783
1927972279,2016-04-12,678,2220
1927972279,2016-04-24,2090,2324
1927972279,2016-04-15,980,2221
1927972279,2016-04-22,149,2093
1927972279,2016-04-05,2234,2344
1927972279,2016-05-06,2091,2383
1927972279,2016-04-09,2523,2443
2022484408,2016-04-26,10119,2793
2022484408,2016-04-17,15112,2782
2022484408,2016-05-09,13379,2709
2022484408,2016-04-02,5477,2040
2022484408,2016-04-08,13023,2577
2022484408,2016-04-16,10100,2177
2022484408,2016-04-20,15112,2897
2022484408,2016-05-04,11768,2649
2022484408,2016-05-12,9117,1853
2022484408,2016-04-24,13481,2529
2022484408,2016-04-09,16267,2811
2022484408,2016-04-03,11144,2395
2022484408,2016-04-13,12024,2601
2022484408,2016-04-22,12954,2638
2022484408,2016-04-12,11875,2390
2022484408,2016-04-04,15313,2581
2022484408,2016-04-11,10106,2568
2022484408,2016-04-25,11369,2470
2022484408,2016-05-10,12798,2797
2022484408,2016-04-10,10005,2458
2022484408,2016-04-30,18387,2732
2022484408,2016-04-18,14131,2770
2022484408,2016-05-03,12183,2752
2022484408,2016-04-14,10690,2312
2022484408,2016-04-29,10245,2611
2022484408,2016-05-02,10379,2473
2022484408,2016-05-11,13272,2544
2022484408,2016-04-06,15392,2733
2022484408,2016-04-27,10159,2463
2022484408,2016-04-28,10140,2296
2022484408,2016-05-05,11895,2609
2022484408,2016-04-21,12453,3158
2022484408,2016-04-05,10805,2735
2022484408,2016-04-15,11034,2525
2022484408,2016-04-01,13603,2645
2022484408,2016-05-08,3292,1848
2022484408,2016-04-23,6001,2069
2022484408,2016-04-19,11548,2489
2022484408,2016-05-06,10227,2498
2022484408,2016-04-07,18247,3021
2022484408,2016-05-07,6708,1995
2022484408,2016-05-01,10538,2380
2026352035,2016-04-30,4729,1506
2026352035,2016-04-04,6679,1583
2026352035,2016-04-02,1229,1237
2026352035,2016-04-23,12357,1916
2026352035,2016-04-28,6375,1649
2026352035,2016-05-06,8198,1736
2026352035,2016-05-01,3609,1447
2026352035,2016-04-16,2547,1373
2026352035,2016-04-20,7222,1667
2026352035,2016-04-17,838,1214
2026352035,2016-04-25,6017,1576
2026352035,2016-04-06,3180,1421
2026352035,2016-04-24,3490,1401
2026352035,2016-04-18,3325,1419
2026352035,2016-04-15,3821,1444
2026352035,2016-05-02,7018,1690
2026352035,2016-04-09,3098,1413
2026352035,2016-05-07,4193,1491
2026352035,2016-04-10,5142,1515
2026352035,2016-04-19,2424,1356
2026352035,2016-04-08,3762,1425
2026352035,2016-04-27,6088,1593
2026352035,2016-04-26,5933,1595
2026352035,2016-04-22,2915,1399
2026352035,2016-04-11,3279,1405
2026352035,2016-05-12,8891,1364
2026352035,2016-04-29,7604,1692
2026352035,2016-04-21,2467,1370
2026352035,2016-05-10,254,1141
2026352035,2016-04-12,4414,1459
2026352035,2016-05-05,12167,1926
2026352035,2016-04-05,5645,1538
2026352035,2016-05-03,5992,1604
2026352035,2016-04-07,2767,1392
2026352035,2016-04-13,4993,1521
2026352035,2016-05-04,6564,1658
2026352035,2016-05-08,5528,1555
2026352035,2016-05-11,8580,1698
2026352035,2016-04-01,2605,1407
2026352035,2016-04-14,3335,1431
2026352035,2016-04-03,2308,1330
2026352035,2016-05-09,10685,1869
2320127002,2016-05-09,3090,1630
2320127002,2016-05-11,6424,1903
2320127002,2016-04-25,3588,1654
2320127002,2016-04-11,11230,2206
2320127002,2016-04-23,5079,1804
2320127002,2016-05-10,6227,1899
2320127002,2016-04-08,3417,1625
2320127002,2016-04-13,7275,2003
2320127002,2016-04-07,1846,1508
2320127002,2016-04-05,4931,1708
2320127002,2016-04-28,1532,1473
2320127002,2016-04-09,4863,1772
2320127002,2016-04-24,4165,1725
2320127002,2016-05-06,4878,1742
2320127002,2016-04-16,5057,1724
2320127002,2016-05-08,5161,1821
2320127002,2016-04-21,3404,1610
2320127002,2016-05-12,2661,1125
2320127002,2016-04-14,3973,1696
2320127002,2016-04-19,5997,1811
2320127002,2016-05-07,7379,1972
2320127002,2016-04-17,6198,1852
2320127002,2016-05-05,5202,1780
2320127002,2016-05-04,1201,1426
2320127002,2016-04-18,6559,1905
2320127002,2016-04-20,7192,1922
2320127002,2016-04-30,4571,1779
2320127002,2016-04-22,5583,1851
2320127002,2016-04-12,10725,2124
2320127002,2016-05-01,772,1403
2320127002,2016-04-29,924,1410
2320127002,2016-05-02,3634,1613
2320127002,2016-04-15,5205,1801
2320127002,2016-04-26,3409,1632
2320127002,2016-05-03,7443,1878
2320127002,2016-04-06,6999,1950
2320127002,2016-04-27,1715,1481
2320127002,2016-04-10,2277,1530
2347167796,2016-04-18,8247,1944
2347167796,2016-04-23,16901,2629
2347167796,2016-04-03,7485,2035
2347167796,2016-04-15,10465,2133
2347167796,2016-04-11,10001,2009
2347167796,2016-04-12,10113,2344
2347167796,2016-04-25,9482,2095
2347167796,2016-04-13,10352,2038
2347167796,2016-03-30,10533,2187
2347167796,2016-04-05,10114,2096
2347167796,2016-04-19,6711,2346
2347167796,2016-04-20,10999,2198
2347167796,2016-04-26,5980,1861
2347167796,2016-03-29,10272,2041
2347167796,2016-03-31,6760,1929
2347167796,2016-04-24,9471,2187
2347167796,2016-04-07,10320,2338
2347167796,2016-04-10,10078,2164
2347167796,2016-04-22,7804,1946
2347167796,2016-04-01,8328,1935
2347167796,2016-04-08,10209,2104
2347167796,2016-04-06,11107,2058
2347167796,2016-04-09,16081,2488
2347167796,2016-04-27,11423,2194
2347167796,2016-04-14,10129,2010
2347167796,2016-04-04,10254,2099
2347167796,2016-04-16,22244,2670
2347167796,2016-04-29,42,403
2347167796,2016-04-28,5439,1854
2347167796,2016-04-17,5472,1882
2347167796,2016-04-21,10080,2048
2347167796,2016-04-02,15459,2438
2873212765,2016-05-06,7063,1910
2873212765,2016-04-13,7618,2004
2873212765,2016-05-09,7726,1906
2873212765,2016-04-30,8452,1830
2873212765,2016-05-02,7525,1878
2873212765,2016-05-12,7566,1431
2873212765,2016-05-10,8275,1962
2873212765,2016-04-17,2524,1529
2873212765,2016-04-08,7157,1944
2873212765,2016-04-19,7948,1956
2873212765,2016-04-03,7640,1845
2873212765,2016-04-06,7350,1910
2873212765,2016-04-20,9202,2094
2873212765,2016-04-12,8796,1982
2873212765,2016-04-23,9317,2021
2873212765,2016-04-10,5290,1724
2873212765,2016-04-28,7913,1835
2873212765,2016-04-09,14103,2257
2873212765,2016-04-05,8432,1953
2873212765,2016-05-07,4940,1897
2873212765,2016-04-02,2214,1559
2873212765,2016-05-05,8314,1971
2873212765,2016-05-11,6440,1826
2873212765,2016-04-11,7497,1741
2873212765,2016-04-15,8482,2063
2873212765,2016-05-01,7399,1739
2873212765,2016-04-29,7365,1780
2873212765,2016-04-27,3516,1966
2873212765,2016-05-04,8278,2015
2873212765,2016-04-16,9685,2148
2873212765,2016-04-21,8859,1970
2873212765,2016-04-01,890,1335
2873212765,2016-05-03,7412,1906
2873212765,2016-04-04,9713,2046
2873212765,2016-05-08,8168,2096
2873212765,2016-04-18,7762,1890
2873212765,2016-04-25,7373,1907
2873212765,2016-04-14,7910,1893
2873212765,2016-04-26,8242,1882
2873212765,2016-04-07,9353,2035
2873212765,2016-04-22,7286,2241
2873212765,2016-04-24,6873,1898
2891001357,2016-04-02,4126,2881
2891001357,2016-04-05,2063,1144
3372868164,2016-04-28,5512,1972
3372868164,2016-04-16,6905,1908
3372868164,2016-05-01,3077,1237
3372868164,2016-04-08,5551,1815
3372868164,2016-04-23,7396,1995
3372868164,2016-04-14,8844,2065
3372868164,2016-04-26,8283,2057
3372868164,2016-04-05,4460,1787
3372868164,2016-04-09,8827,2062
3372868164,2016-04-12,4747,1788
3372868164,2016-04-30,5250,1946
3372868164,2016-04-06,6406,2010
3372868164,2016-04-18,6798,2014
3372868164,2016-04-24,6731,1921
3372868164,2016-04-02,7625,2069
3372868164,2016-04-21,8857,2124
3372868164,2016-04-15,7451,1908
3372868164,2016-04-19,7711,1985
3372868164,2016-04-22,3843,1669
3372868164,2016-04-25,5995,2010
3372868164,2016-04-29,9135,2044
3372868164,2016-04-27,7904,2095
3372868164,2016-04-20,4880,1867
3372868164,2016-04-17,8199,1964
3372868164,2016-04-07,7392,2038
3372868164,2016-04-03,4706,1816
3372868164,2016-04-10,4662,1276
3372868164,2016-04-04,5861,1878
3372868164,2016-04-01,5785,1852
3372868164,2016-04-13,9715,2093
3977333714,2016-04-07,8422,1431
3977333714,2016-04-05,12303,1649
3977333714,2016-04-08,10226,1524
3977333714,2016-05-06,11677,1590
3977333714,2016-04-22,8911,1481
3977333714,2016-04-25,11177,1570
3977333714,2016-04-26,11388,1551
3977333714,2016-04-17,10415,1529
3977333714,2016-04-02,7618,1490
3977333714,2016-04-03,11508,1630
3977333714,2016-04-19,12414,1638
3977333714,2016-04-06,15425,1783
3977333714,2016-04-29,10645,1545
3977333714,2016-05-01,10414,1501
3977333714,2016-04-10,3573,1232
3977333714,2016-04-04,11943,1648
3977333714,2016-05-03,14335,1710
3977333714,2016-05-08,13585,1633
3977333714,2016-05-05,12312,1618
3977333714,2016-05-10,13072,1630
3977333714,2016-05-04,13559,1628
3977333714,2016-04-24,14112,1655
3977333714,2016-05-02,16520,1760
3977333714,2016-04-11,3108,1223
3977333714,2016-04-16,13459,1625
3977333714,2016-04-23,12058,1638
3977333714,2016-05-09,14687,1667
3977333714,2016-04-27,7193,1377
3977333714,2016-04-20,11658,1554
3977333714,2016-04-28,7114,1407
3977333714,2016-04-01,4499,1288
3977333714,2016-04-12,8856,1450
3977333714,2016-04-18,11663,1584
3977333714,2016-04-15,9010,1468
3977333714,2016-04-13,10035,1495
3977333714,2016-04-30,13238,1650
3977333714,2016-05-07,11550,1574
3977333714,2016-05-11,746,52
3977333714,2016-04-14,7641,1433
3977333714,2016-04-09,14583,1697
3977333714,2016-04-21,6093,1397
4020332650,2016-03-30,5400,3418
4020332650,2016-05-12,590,1120
4020332650,2016-03-29,4152,2976
4020332650,2016-04-14,108,2011
4020332650,2016-04-17,16,1990
4020332650,2016-04-12,8539,3654
4020332650,2016-03-31,7428,3439
4020332650,2016-03-12,5543,2990
4020332650,2016-03-28,2106,4010
4020332650,2016-03-16,12483,3830
4020332650,2016-04-04,6429,3118
4020332650,2016-05-05,11728,3429
4020332650,2016-04-15,1882,2951
4020332650,2016-03-21,8778,3348
4020332650,2016-05-11,3689,2645
4020332650,2016-04-03,6107,3313
4020332650,2016-04-01,5351,3338
4020332650,2016-05-07,6132,2975
4020332650,2016-05-03,4496,2828
4020332650,2016-03-14,3023,2570
4020332650,2016-04-18,62,1995
4020332650,2016-03-19,5702,2980
4020332650,2016-04-06,7476,3253
4020332650,2016-05-08,5862,3089
4020332650,2016-03-13,3226,2480
4020332650,2016-03-18,368,2024
4020332650,2016-03-20,10330,3728
4020332650,2016-04-09,7734,3264
4020332650,2016-03-26,4370,3444
4020332650,2016-03-25,5563,3681
4020332650,2016-05-04,10252,3879
4020332650,2016-03-17,8940,3706
4020332650,2016-04-11,2993,2507
4020332650,2016-05-10,5546,2926
4020332650,2016-03-22,6662,3162
4020332650,2016-03-27,7144,3510
4020332650,2016-05-02,475,2207
4020332650,2016-04-10,5129,2817
4020332650,2016-05-06,4369,2704
4020332650,2016-04-07,6581,3032
4020332650,2016-03-23,6309,3140
4020332650,2016-04-16,1982,3051
4020332650,2016-03-24,1951,1980
4020332650,2016-04-02,4299,2892
4020332650,2016-04-05,6880,2966
4020332650,2016-05-09,4556,2785
4020332650,2016-04-08,10480,4034
4020332650,2016-03-15,5906,3016
4057192912,2016-04-11,6801,2393
4057192912,2016-03-21,2660,1978
4057192912,2016-04-10,3434,2101
4057192912,2016-03-28,8,1778
4057192912,2016-03-30,5419,2259
4057192912,2016-03-23,7239,2484
4057192912,2016-03-22,5561,2296
4057192912,2016-03-24,7,1787
4057192912,2016-03-16,2139,1935
4057192912,2016-03-18,949,1870
4057192912,2016-03-29,5137,2293
4057192912,2016-04-07,4,1778
4057192912,2016-04-06,18,1780
4057192912,2016-04-15,3984,1527
4057192912,2016-04-08,8426,2360
4057192912,2016-04-12,5394,2286
4057192912,2016-04-13,5974,2306
4057192912,2016-04-09,1650,1952
4057192912,2016-03-27,2275,2005
4057192912,2016-03-14,8433,2453
4057192912,2016-03-20,44,1782
4319703577,2016-04-08,6544,2069
4319703577,2016-05-04,10429,2282
4319703577,2016-04-14,10210,2302
4319703577,2016-04-02,8405,2154
4319703577,2016-04-27,10780,2324
4319703577,2016-04-15,5664,1985
4319703577,2016-04-23,4935,1945
4319703577,2016-04-25,9259,2314
4319703577,2016-05-03,9648,2235
4319703577,2016-04-03,8223,2178
4319703577,2016-03-31,8144,2129
4319703577,2016-05-12,17,257
4319703577,2016-05-08,3672,1792
4319703577,2016-04-28,10817,2367
4319703577,2016-04-13,8204,2135
4319703577,2016-04-26,9899,2236
4319703577,2016-04-05,8359,2201
4319703577,2016-04-16,4744,1884
4319703577,2016-04-20,8954,2220
4319703577,2016-04-30,8221,2092
4319703577,2016-05-11,9129,2232
4319703577,2016-04-04,10067,2308
4319703577,2016-04-18,2276,1632
4319703577,2016-03-29,5643,1958
4319703577,2016-04-21,3702,1792
4319703577,2016-05-05,13658,2530
4319703577,2016-05-09,10378,2345
4319703577,2016-05-10,9487,2260
4319703577,2016-04-01,9343,2216
4319703577,2016-05-06,9524,2266
4319703577,2016-03-30,9043,2141
4319703577,2016-05-02,9261,2270
4319703577,2016-04-24,4081,1880
4319703577,2016-04-29,7990,2175
4319703577,2016-04-12,7753,2115
4319703577,2016-04-07,9130,2236
4319703577,2016-05-01,1251,1593
4319703577,2016-04-22,4500,1886
4319703577,2016-05-07,7937,2158
4319703577,2016-04-06,10946,2341
4319703577,2016-04-19,8925,2200
4319703577,2016-04-17,29,1464
4388161847,2016-05-10,10299,3061
4388161847,2016-05-05,9603,2899
4388161847,2016-04-27,11193,3074
4388161847,2016-04-18,11009,3274
4388161847,2016-05-09,10218,3013
4388161847,2016-04-15,8758,3066
4388161847,2016-04-16,6580,3073
4388161847,2016-05-02,10096,3147
4388161847,2016-04-29,9232,2979
4388161847,2016-04-26,9461,2929
4388161847,2016-05-07,22770,4022
4388161847,2016-05-01,10255,2926
4388161847,2016-04-23,13236,3306
4388161847,2016-05-06,13175,3425
4388161847,2016-04-24,10243,2885
4388161847,2016-04-30,12533,3283
4388161847,2016-04-19,10181,3015
4388161847,2016-04-12,10122,2955
4388161847,2016-04-22,12139,3544
4388161847,2016-05-08,17298,3934
4388161847,2016-04-28,10074,2969
4388161847,2016-04-20,10553,3083
4388161847,2016-04-25,12961,3288
4388161847,2016-04-17,4660,2572
4388161847,2016-05-11,10201,2954
4388161847,2016-05-03,12727,3290
4388161847,2016-04-13,10993,3092
4388161847,2016-04-21,10055,3069
4388161847,2016-04-14,8863,2998
4388161847,2016-05-12,3369,1623
4388161847,2016-05-04,12375,3162
4445114986,2016-04-18,6155,2248
4445114986,2016-04-04,2422,1935
4445114986,2016-04-25,3385,2070
4445114986,2016-05-04,2923,2070
4445114986,2016-04-12,3276,2113
4445114986,2016-05-02,6910,2336
4445114986,2016-04-26,6326,2291
4445114986,2016-04-28,4493,2203
4445114986,2016-05-01,5232,2246
4445114986,2016-04-30,6222,2363
4445114986,2016-04-09,4195,2210
4445114986,2016-05-08,7303,2423
4445114986,2016-04-14,3974,2194
4445114986,2016-05-05,3800,2120
4445114986,2016-04-11,5986,2297
4445114986,2016-04-27,7243,2361
4445114986,2016-04-22,6831,2432
4445114986,2016-04-08,5543,2303
4445114986,2016-03-29,2303,2010
4445114986,2016-05-03,7502,2421
4445114986,2016-03-31,4804,2227
4445114986,2016-04-20,2072,1974
4445114986,2016-04-29,4676,2196
4445114986,2016-05-06,4514,2211
4445114986,2016-05-10,3915,2181
4445114986,2016-04-05,4239,2217
4445114986,2016-04-07,6667,2335
4445114986,2016-04-13,2961,2095
4445114986,2016-04-01,3271,2133
4445114986,2016-04-24,5002,2247
4445114986,2016-04-15,7198,2496
4445114986,2016-04-16,3945,2180
4445114986,2016-04-23,4363,2149
4445114986,2016-05-07,5183,2123
4445114986,2016-04-06,6911,2374
4445114986,2016-04-02,5406,2317
4445114986,2016-04-10,6625,2424
4445114986,2016-05-11,9105,2499
4445114986,2016-05-12,768,1212
4445114986,2016-04-19,2064,1954
4445114986,2016-04-17,2268,1933
4445114986,2016-05-09,5275,2281
4445114986,2016-04-21,3809,2150
4445114986,2016-04-03,3146,2058
4445114986,2016-03-30,2600,2032
4558609924,2016-04-07,7998,2235
4558609924,2016-05-04,5232,1842
4558609924,2016-05-03,5267,1953
4558609924,2016-04-09,5512,1882
4558609924,2016-04-14,6799,1922
4558609924,2016-04-13,4978,1722
4558609924,2016-04-19,5401,1876
4558609924,2016-04-12,5135,1909
4558609924,2016-04-16,7289,1997
4558609924,2016-04-24,8563,2173
4558609924,2016-05-12,6307,1452
4558609924,2016-04-26,9148,2223
4558609924,2016-04-15,7795,2121
4558609924,2016-05-08,6543,2666
4558609924,2016-04-11,8828,2149
4558609924,2016-04-30,10319,2105
4558609924,2016-05-05,10611,2262
4558609924,2016-04-03,6176,1901
4558609924,2016-04-21,13743,2486
4558609924,2016-05-06,3755,1722
4558609924,2016-05-09,11451,2223
4558609924,2016-04-02,3183,1680
4558609924,2016-04-01,5336,1902
4558609924,2016-04-23,6890,2085
4558609924,2016-05-02,7891,2066
4558609924,2016-04-18,8940,2116
4558609924,2016-04-25,8095,2225
4558609924,2016-05-01,3428,1692
4558609924,2016-04-17,9634,2117
4558609924,2016-04-08,4195,1778
4558609924,2016-04-20,4803,1788
4558609924,2016-04-06,5668,1853
4558609924,2016-04-05,6799,1876
4558609924,2016-04-10,6263,1906
4558609924,2016-04-28,9451,2185
4558609924,2016-04-04,8205,2078
4558609924,2016-04-27,9557,2098
4558609924,2016-04-29,7833,1918
4558609924,2016-04-22,9601,2094
4558609924,2016-05-07,8237,1973
4558609924,2016-05-10,6435,1889
4558609924,2016-05-11,9108,2131
4702921684,2016-03-30,7583,2915
4702921684,2016-04-30,10144,3115
4702921684,2016-04-24,15050,3538
4702921684,2016-04-01,7165,2923
4702921684,2016-04-29,9930,3165
4702921684,2016-04-13,6877,2898
4702921684,2016-04-23,15126,3691
4702921684,2016-04-21,6530,2729
4702921684,2016-04-14,7860,2984
4702921684,2016-04-09,14002,3597
4702921684,2016-05-02,7245,2859
4702921684,2016-04-02,10328,3323
4702921684,2016-04-04,7810,2931
4702921684,2016-05-05,8614,3006
4702921684,2016-05-08,12857,3287
4702921684,2016-04-22,1664,2241
4702921684,2016-04-11,6499,2677
4702921684,2016-03-31,6963,2895
4702921684,2016-05-10,10613,3172
4702921684,2016-04-08,8184,2981
4702921684,2016-04-03,12116,3357
4702921684,2016-04-05,6670,2848
4702921684,2016-05-06,6943,2859
4702921684,2016-04-28,9023,3033
4702921684,2016-04-06,7605,2943
4702921684,2016-05-09,8232,2990
4702921684,2016-04-27,7047,2908
4702921684,2016-04-07,6585,2822
4702921684,2016-04-25,9167,3064
4702921684,2016-04-19,6708,2812
4702921684,2016-04-10,11135,3224
4702921684,2016-05-12,2752,1240
4702921684,2016-04-18,9105,3013
4702921684,2016-04-26,6108,2784
4702921684,2016-05-07,14370,3683
4702921684,2016-05-03,9454,3145
4702921684,2016-04-15,6506,2896
4702921684,2016-05-11,9810,3069
4702921684,2016-04-20,8793,3061
4702921684,2016-04-16,11140,3328
4702921684,2016-04-12,7213,2947
4702921684,2016-04-17,12692,3394
4702921684,2016-05-04,8161,3004
4702921684,2016-03-29,6506,2886
5553957443,2016-04-12,11596,2026
5553957443,2016-05-10,16358,2335
5553957443,2016-04-02,2937,1615
5553957443,2016-04-15,16556,2254
5553957443,2016-05-02,9769,1996
5553957443,2016-05-11,4926,1693
5553957443,2016-04-26,11886,2093
5553957443,2016-04-07,15444,2249
5553957443,2016-04-06,12252,2044
5553957443,2016-04-17,655,1397
5553957443,2016-04-05,11306,2086
5553957443,2016-05-09,11611,2272
5553957443,2016-04-03,1515,1481
5553957443,2016-04-29,12764,2169
5553957443,2016-04-24,1807,1507
5553957443,2016-05-08,6083,1762
5553957443,2016-05-12,3121,741
5553957443,2016-04-10,5594,1712
5553957443,2016-05-01,5164,1747
5553957443,2016-04-19,15482,2284
5553957443,2016-05-07,1868,1494
5553957443,2016-05-05,14331,2156
5553957443,2016-04-13,4832,1718
5553957443,2016-04-21,12346,2066
5553957443,2016-04-30,1202,1463
5553957443,2016-04-01,12409,2142
5553957443,2016-04-16,5771,1831
5553957443,2016-04-25,10946,2033
5553957443,2016-04-18,3727,1683
5553957443,2016-05-04,4249,1698
5553957443,2016-04-23,4112,1776
5553957443,2016-04-09,4599,1692
5553957443,2016-05-03,12848,2116
5553957443,2016-04-08,9938,2019
5553957443,2016-04-27,10538,1922
5553957443,2016-05-06,9632,1916
5553957443,2016-04-20,2713,1570
5553957443,2016-04-04,8921,1892
5553957443,2016-04-11,11906,2065
5553957443,2016-04-28,11393,1999
